Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
1271,University of Florida,3.4,PhD,Houston,M,0.0,1,1,4,Research Assistant,01/02,09/02,Lawyer,09/02,11/04,Junior SWE,12/04,11/06,4.67
1272,Ohio State University,2.74,Masters,Los Angeles,M,1.0,1,N/A,2,Lawyer,10/01,05/04,N/A,N/A,N/A,N/A,N/A,N/A,7.18
1273,Northwestern University,3.94,PhD,Philadelphia,M,1.0,0,N/A,3,Junior Data Scientist,05/06,01/07,Senior Data Scientist,02/07,06/09,Teaching Assistant,08/09,12/11,9.0
1274,Georgetown University,2.16,PhD,New York City,F,1.0,1,0,1,Senior SWE,07/03,03/04,Lawyer,05/04,06/06,N/A,N/A,N/A,9.66
1275,Cornell University,2.19,Masters,San Diego,M,1.0,0,0,4,Senior SWE,11/00,03/02,Senior Data Scientist,04/02,01/04,Senior Data Scientist,02/04,03/05,4.68
1276,University of Southern California (USC),2.26,Bachelors,Chicago,F,0.0,1,0,0,Junior SWE,03/09,07/10,ML Engineer,07/10,01/12,Senior Data Scientist,02/12,05/12,1.78
1277,Vanderbilt University,3.63,Masters,San Jose,N/A,1.0,0,N/A,1,Junior SWE,09/04,03/06,Research Assistant,05/06,12/07,Senior Data Scientist,12/07,05/10,7.61
1278,University of Georgia,2.14,Bachelors,Chicago,M,N/A,0,0,3,Senior Data Scientist,09/00,09/02,N/A,N/A,N/A,N/A,N/A,N/A,5.3
1279,University of South Carolina,3.13,Bachelors,Los Angeles,N/A,N/A,1,0,4,Senior Data Scientist,08/04,11/04,Junior Data Scientist,11/04,05/05,ML Engineer,06/05,07/06,5.58
1280,University of Tennessee Knoxville,2.86,PhD,Phoenix,N/A,1.0,0,0,1,Lawyer,02/08,02/10,Lawyer,02/10,11/11,N/A,N/A,N/A,4.9
1281,Princeton University,3.92,Masters,San Jose,N/A,N/A,0,0,2,Teaching Assistant,02/07,11/07,Junior Data Scientist,01/08,05/08,N/A,N/A,N/A,5.16
1282,University of Chicago,2.47,Masters,Philadelphia,F,0.0,1,0,0,Senior Data Scientist,03/00,01/02,N/A,N/A,N/A,N/A,N/A,N/A,1.04
1283,Pennsylvania State University,2.52,Masters,San Jose,M,N/A,1,N/A,0,Senior Data Scientist,09/09,02/10,Junior Data Scientist,04/10,10/12,N/A,N/A,N/A,7.37
1284,Brown University,2.63,PhD,Chicago,F,1.0,1,1,4,Senior SWE,04/01,07/02,Research Assistant,08/02,06/04,Teaching Assistant,08/04,01/07,5.69
1285,University of Oklahoma,3.6,Bachelors,San Diego,F,0.0,0,0,3,Senior Data Scientist,06/09,09/11,N/A,N/A,N/A,N/A,N/A,N/A,6.93
1286,University of Tennessee Knoxville,3.4,Bachelors,Chicago,N/A,0.0,1,N/A,4,Lawyer,03/08,11/08,Junior SWE,01/09,12/09,Senior SWE,12/09,09/10,8.19
1287,Rutgers University,3.47,Bachelors,Houston,F,0.0,1,0,2,Senior SWE,07/03,02/05,Junior Data Scientist,04/05,11/06,Junior SWE,01/07,01/08,8.54
1288,Purdue University,2.63,Bachelors,Chicago,N/A,1.0,1,0,2,Senior SWE,05/05,03/07,Research Assistant,04/07,07/08,Teaching Assistant,08/08,09/09,9.68
1289,Vanderbilt University,2.54,Bachelors,San Antonio,M,1.0,1,1,2,Junior Data Scientist,01/01,12/02,Research Assistant,01/03,07/04,Research Assistant,08/04,01/06,4.59
1290,University of Utah,2.14,Bachelors,Chicago,N/A,1.0,0,1,3,Research Assistant,04/00,05/02,Lawyer,06/02,06/04,Senior SWE,07/04,03/07,4.46
1291,Johns Hopkins University,2.4,Masters,New York City,F,1.0,1,1,1,Senior SWE,12/00,08/03,Junior SWE,10/03,11/05,N/A,N/A,N/A,0.72
1292,University of Notre Dame,3.55,Bachelors,Houston,N/A,N/A,1,1,4,ML Engineer,10/05,12/05,Lawyer,02/06,08/06,Teaching Assistant,09/06,11/07,1.93
1293,Iowa State University,3.16,Masters,Phoenix,M,0.0,1,1,3,Teaching Assistant,01/01,01/02,Teaching Assistant,03/02,07/04,ML Engineer,07/04,12/04,9.56
1294,University of Connecticut,2.31,PhD,Philadelphia,N/A,1.0,0,0,0,Lawyer,07/09,03/11,Teaching Assistant,05/11,07/12,Lawyer,08/12,09/14,3.34
1295,New York University (NYU),2.32,Masters,Los Angeles,F,N/A,1,N/A,2,ML Engineer,05/05,08/07,Junior SWE,10/07,01/09,Senior SWE,03/09,02/11,4.28
1296,University of Utah,2.93,Masters,San Diego,F,1.0,0,0,3,ML Engineer,03/09,11/10,Teaching Assistant,11/10,08/12,Senior SWE,09/12,03/13,1.08
1297,University of Central Florida,2.81,PhD,San Antonio,N/A,1.0,0,0,2,Senior Data Scientist,11/00,05/01,Senior Data Scientist,07/01,04/04,Junior SWE,05/04,05/05,0.79
1298,Dartmouth College,3.07,Masters,Philadelphia,N/A,0.0,0,N/A,4,Senior Data Scientist,01/08,02/09,Junior Data Scientist,02/09,12/10,Senior SWE,12/10,08/12,7.02
1299,Emory University,3.92,Bachelors,Chicago,M,N/A,0,N/A,1,Teaching Assistant,05/05,02/07,Teaching Assistant,05/07,03/09,Junior SWE,04/09,12/10,2.98
1300,Louisiana State University (LSU),2.41,Bachelors,San Antonio,M,1.0,0,N/A,0,Research Assistant,01/04,06/05,Junior Data Scientist,08/05,10/06,ML Engineer,11/06,08/07,4.17
1301,Texas A&M University,2.61,PhD,San Diego,F,N/A,0,1,1,Junior Data Scientist,07/07,03/08,Teaching Assistant,05/08,02/11,Teaching Assistant,03/11,05/12,9.18
1302,Michigan State University,2.53,Masters,San Jose,F,1.0,1,1,1,Junior Data Scientist,10/02,11/03,Junior Data Scientist,12/03,02/06,Senior Data Scientist,03/06,06/08,5.9
1303,University of Houston,2.23,PhD,Dallas,M,0.0,1,1,0,Senior Data Scientist,01/06,10/07,Junior SWE,12/07,07/09,Junior Data Scientist,09/09,11/10,7.91
1304,University of Kansas,2.31,PhD,San Jose,M,1.0,0,0,0,Junior Data Scientist,05/05,10/06,Junior SWE,01/07,08/07,N/A,N/A,N/A,0.87
1305,Pennsylvania State University,3.37,Bachelors,New York City,M,0.0,0,N/A,4,Senior Data Scientist,02/04,02/05,Teaching Assistant,03/05,08/06,Lawyer,09/06,10/07,2.65
1306,Ohio State University,3.65,Bachelors,Dallas,F,1.0,0,N/A,0,Teaching Assistant,10/04,05/06,Junior SWE,06/06,01/08,Senior Data Scientist,03/08,11/09,4.48
1307,University of Tennessee Knoxville,3.39,Bachelors,Phoenix,M,N/A,1,1,2,ML Engineer,04/04,12/04,ML Engineer,02/05,06/05,N/A,N/A,N/A,9.06
1308,Boston University,2.08,Bachelors,New York City,N/A,0.0,0,1,0,Junior SWE,10/08,06/10,Senior Data Scientist,06/10,01/13,Senior Data Scientist,03/13,05/15,1.2
1309,Georgetown University,3.67,PhD,Dallas,N/A,N/A,1,0,3,Senior SWE,10/09,05/12,Teaching Assistant,06/12,06/14,Teaching Assistant,07/14,04/16,4.68
1310,Georgetown University,2.65,Masters,Chicago,F,N/A,1,N/A,4,Teaching Assistant,09/06,04/08,ML Engineer,07/08,03/09,Junior SWE,05/09,09/11,0.87
1311,University of Michigan,2.18,Bachelors,San Jose,M,1.0,1,N/A,4,ML Engineer,03/01,04/02,Senior SWE,06/02,09/02,Junior Data Scientist,09/02,05/04,4.12
1312,University of Washington,2.49,Masters,Los Angeles,M,1.0,1,1,3,Junior SWE,08/04,02/07,Research Assistant,05/07,03/09,Lawyer,05/09,11/10,5.83
1313,University of Cincinnati,2.71,PhD,Chicago,M,1.0,1,N/A,0,Junior SWE,12/09,06/12,Junior Data Scientist,07/12,03/14,Junior Data Scientist,04/14,09/14,0.69
1314,University of Minnesota Twin Cities,3.02,Bachelors,San Antonio,M,1.0,1,N/A,0,Teaching Assistant,01/09,08/11,Teaching Assistant,09/11,08/13,Research Assistant,09/13,01/15,8.77
1315,University of Texas at Austin,3.35,Bachelors,Phoenix,F,N/A,0,N/A,1,Junior SWE,01/05,12/05,Senior SWE,02/06,09/08,Lawyer,10/08,09/10,3.09
1316,Johns Hopkins University,2.52,Bachelors,Dallas,M,0.0,1,0,3,Senior SWE,08/02,10/04,Senior Data Scientist,10/04,10/05,Junior Data Scientist,12/05,05/06,4.56
1317,Yale University,3.98,Masters,Philadelphia,F,0.0,1,0,4,Senior Data Scientist,07/04,01/05,Research Assistant,03/05,11/05,Junior Data Scientist,02/06,05/06,4.84
1318,Arizona State University,2.06,PhD,San Antonio,N/A,1.0,0,0,1,ML Engineer,03/00,10/02,Junior Data Scientist,11/02,08/03,Lawyer,09/03,12/03,6.27
1319,University of Chicago,2.8,Bachelors,Chicago,F,N/A,1,N/A,2,Senior SWE,06/07,09/08,Junior SWE,11/08,09/09,Lawyer,09/09,10/10,5.23
1320,University of Kentucky,2.9,Bachelors,San Jose,F,N/A,1,1,3,Junior Data Scientist,05/04,10/05,Senior Data Scientist,11/05,02/07,N/A,N/A,N/A,7.52
1321,University of Houston,3.49,Bachelors,Philadelphia,F,N/A,0,N/A,4,Junior Data Scientist,07/06,04/08,Junior SWE,05/08,08/08,ML Engineer,09/08,06/10,1.91
1322,Virginia Tech,2.49,Masters,Los Angeles,M,0.0,0,N/A,0,Lawyer,10/09,06/11,Lawyer,07/11,01/13,Junior SWE,04/13,01/14,7.93
1323,Massachusetts Institute of Technology (MIT),2.92,Bachelors,Houston,M,1.0,0,0,0,Research Assistant,10/09,05/12,Lawyer,06/12,06/14,ML Engineer,08/14,04/15,1.55
1324,Vanderbilt University,3.6,PhD,Phoenix,M,0.0,1,0,3,Research Assistant,01/01,08/01,Research Assistant,11/01,11/03,Junior Data Scientist,12/03,04/06,1.85
1325,University of Kentucky,2.27,Bachelors,San Antonio,F,0.0,1,N/A,4,ML Engineer,03/00,11/02,Senior SWE,11/02,03/03,Junior Data Scientist,04/03,11/05,4.34
1326,University of Pennsylvania,2.02,Masters,Chicago,M,N/A,0,1,2,Junior SWE,11/02,04/05,Senior Data Scientist,06/05,01/07,Teaching Assistant,03/07,11/08,6.1
1327,Emory University,3.66,PhD,New York City,F,1.0,0,N/A,2,Lawyer,06/08,11/10,Lawyer,12/10,05/11,Junior SWE,06/11,07/13,5.8
1328,Northwestern University,3.96,Bachelors,Dallas,N/A,N/A,1,0,1,Junior Data Scientist,03/01,05/02,Senior SWE,07/02,10/03,ML Engineer,12/03,03/06,2.46
1329,University of Houston,2.26,Masters,Chicago,N/A,1.0,1,0,3,Junior SWE,05/04,10/04,Research Assistant,12/04,05/06,Junior SWE,06/06,01/09,2.51
1330,University of Kentucky,3.64,PhD,San Jose,N/A,N/A,0,0,0,Senior Data Scientist,05/00,12/01,Junior Data Scientist,02/02,08/04,Junior Data Scientist,10/04,12/05,4.65
1331,Texas A&M University,2.74,Masters,San Antonio,F,0.0,0,0,2,Senior SWE,01/04,06/04,Junior Data Scientist,07/04,08/06,Junior Data Scientist,11/06,04/08,8.74
1332,Duke University,3.26,Bachelors,Phoenix,N/A,1.0,1,N/A,3,Research Assistant,04/07,11/07,ML Engineer,12/07,09/09,Teaching Assistant,09/09,03/12,5.22
1333,University of Florida,3.28,Masters,Houston,F,N/A,0,1,3,Teaching Assistant,08/07,04/10,ML Engineer,06/10,02/13,Senior Data Scientist,05/13,11/13,6.82
1334,University of Southern California (USC),3.16,PhD,San Antonio,F,0.0,1,0,0,Senior SWE,04/09,11/10,Teaching Assistant,11/10,01/12,Junior SWE,03/12,07/13,8.58
1335,Pennsylvania State University,2.51,PhD,Houston,M,N/A,0,1,2,Junior SWE,08/07,12/07,Lawyer,01/08,12/09,Teaching Assistant,12/09,07/10,5.26
1336,University of Texas at Austin,3.62,Bachelors,Philadelphia,M,N/A,1,1,1,Research Assistant,05/09,10/11,Junior Data Scientist,11/11,12/12,N/A,N/A,N/A,5.34
1337,University of Florida,2.04,Masters,San Antonio,M,N/A,0,N/A,2,Junior SWE,12/01,02/03,Senior Data Scientist,02/03,01/04,Lawyer,02/04,11/04,5.3
1338,Brown University,2.12,Masters,Dallas,M,1.0,0,N/A,2,Junior SWE,01/06,06/06,Junior SWE,08/06,03/08,Lawyer,04/08,12/08,1.28
1339,University of Missouri,3.8,Masters,Phoenix,N/A,1.0,0,N/A,0,Senior Data Scientist,04/07,05/09,ML Engineer,07/09,10/10,N/A,N/A,N/A,8.94
1340,University of Miami,2.88,Masters,Houston,M,N/A,1,1,1,Teaching Assistant,03/01,12/01,Research Assistant,12/01,06/04,Junior Data Scientist,08/04,07/05,9.62
1341,Ohio State University,2.25,Masters,Los Angeles,M,1.0,0,N/A,4,Research Assistant,12/01,11/02,Junior SWE,12/02,11/03,Junior SWE,02/04,03/05,6.01
1342,Dartmouth College,3.81,Masters,San Diego,N/A,0.0,1,0,1,Senior Data Scientist,03/03,03/05,ML Engineer,04/05,09/06,Lawyer,09/06,05/09,8.41
1343,Texas A&M University,3.65,Bachelors,Los Angeles,F,1.0,1,0,2,Senior SWE,04/02,12/02,Research Assistant,01/03,09/04,Lawyer,12/04,04/05,5.13
1344,University of Pittsburgh,2.66,Masters,Chicago,M,0.0,0,0,4,Junior Data Scientist,05/05,12/07,Junior Data Scientist,01/08,08/10,Senior SWE,09/10,02/13,8.06
1345,University of Houston,2.08,Masters,Phoenix,F,N/A,0,0,4,Junior Data Scientist,02/05,09/06,Junior Data Scientist,11/06,01/08,Teaching Assistant,03/08,08/10,2.62
1346,Georgetown University,2.92,PhD,San Jose,M,N/A,1,0,4,Teaching Assistant,08/02,02/05,Teaching Assistant,04/05,10/06,Research Assistant,01/07,04/09,3.16
1347,University of Cincinnati,2.33,Masters,San Diego,N/A,0.0,1,0,0,Senior Data Scientist,06/09,07/10,Junior Data Scientist,09/10,01/12,Senior SWE,02/12,06/12,1.22
1348,University of New Mexico,3.14,Masters,New York City,F,1.0,1,0,0,Teaching Assistant,04/00,09/01,N/A,N/A,N/A,N/A,N/A,N/A,1.76
1349,University of Miami,3.64,Bachelors,Houston,M,0.0,1,N/A,2,Junior Data Scientist,07/01,12/01,Lawyer,01/02,06/04,Lawyer,07/04,04/07,8.33
1350,Cornell University,2.78,Bachelors,Phoenix,F,N/A,0,1,3,Senior SWE,03/02,01/03,ML Engineer,03/03,04/04,Teaching Assistant,07/04,04/05,1.05
1351,Emory University,2.05,Bachelors,Los Angeles,M,1.0,1,1,2,Lawyer,08/09,11/09,Research Assistant,11/09,05/11,Senior SWE,08/11,01/14,8.51
1352,Ohio State University,3.36,PhD,San Jose,N/A,1.0,0,0,4,ML Engineer,02/04,09/04,Research Assistant,12/04,05/05,Junior Data Scientist,08/05,01/06,1.51
1353,Iowa State University,2.34,PhD,San Diego,M,N/A,1,0,1,Senior Data Scientist,09/02,06/03,Senior SWE,08/03,11/04,Senior SWE,12/04,07/07,0.69
1354,Texas A&M University,2.42,Masters,Chicago,F,1.0,1,N/A,1,Senior Data Scientist,10/01,05/02,ML Engineer,08/02,09/03,Senior SWE,09/03,03/05,2.68
1355,Louisiana State University (LSU),2.37,Masters,San Jose,F,0.0,0,0,0,Junior SWE,02/07,03/09,ML Engineer,05/09,09/09,Junior Data Scientist,11/09,06/11,5.78
1356,Johns Hopkins University,2.55,Bachelors,Dallas,M,1.0,1,N/A,3,Junior Data Scientist,01/00,09/00,Junior SWE,10/00,09/02,Senior SWE,10/02,11/03,7.86
1357,University of North Carolina at Chapel Hill,3.76,PhD,San Antonio,F,0.0,0,0,0,Research Assistant,08/00,06/02,Senior SWE,07/02,10/04,Research Assistant,01/05,09/05,4.88
1358,University of Alabama,2.06,PhD,San Antonio,N/A,N/A,0,1,2,Junior Data Scientist,08/01,01/02,ML Engineer,03/02,07/04,N/A,N/A,N/A,8.54
1359,Purdue University,3.23,Masters,Los Angeles,N/A,0.0,1,1,2,Junior SWE,05/07,11/08,Junior Data Scientist,12/08,09/09,ML Engineer,11/09,06/11,6.15
1360,University of Arizona,2.49,Bachelors,Chicago,F,N/A,0,1,1,ML Engineer,11/04,03/07,ML Engineer,03/07,03/08,Lawyer,04/08,06/09,2.95
1361,University of Chicago,2.59,Masters,New York City,F,0.0,0,1,0,Lawyer,05/09,09/09,ML Engineer,10/09,05/12,N/A,N/A,N/A,9.52
1362,Arizona State University,2.82,Bachelors,Houston,N/A,N/A,1,N/A,0,Teaching Assistant,06/01,05/02,ML Engineer,07/02,01/03,Lawyer,01/03,12/04,2.67
1363,Indiana University Bloomington,3.1,Bachelors,Los Angeles,N/A,0.0,0,N/A,3,Research Assistant,01/00,10/01,ML Engineer,11/01,03/02,Lawyer,03/02,09/04,5.93
1364,Brown University,2.12,Bachelors,Chicago,F,1.0,1,N/A,0,Senior Data Scientist,01/09,09/11,Senior SWE,11/11,09/13,Lawyer,10/13,06/16,5.15
1365,University of Kentucky,2.55,Masters,Los Angeles,M,0.0,1,1,0,Junior Data Scientist,01/00,03/01,Junior Data Scientist,04/01,08/02,Junior Data Scientist,10/02,04/05,4.5
1366,Cornell University,2.27,Masters,Philadelphia,M,0.0,0,0,3,Lawyer,01/02,11/03,Teaching Assistant,01/04,10/05,Junior Data Scientist,10/05,12/07,6.0
1367,Rutgers University,2.39,Masters,New York City,M,0.0,1,0,0,Teaching Assistant,02/02,03/03,Junior SWE,05/03,12/03,N/A,N/A,N/A,1.73
1368,Johns Hopkins University,3.76,Masters,Houston,F,0.0,0,0,3,Lawyer,07/00,04/03,Junior Data Scientist,07/03,07/05,Junior Data Scientist,10/05,10/07,8.16
1369,University of Florida,3.05,Bachelors,Houston,M,N/A,1,1,2,Teaching Assistant,03/00,10/00,Junior Data Scientist,12/00,07/01,Junior Data Scientist,09/01,07/03,1.75
1370,University of Cincinnati,3.26,PhD,Houston,N/A,0.0,0,1,0,Research Assistant,03/05,07/07,Lawyer,10/07,04/09,Research Assistant,07/09,02/12,0.64
1371,University of Washington,3.6,Masters,Philadelphia,M,0.0,0,1,4,Junior Data Scientist,06/02,09/03,Research Assistant,10/03,06/06,Research Assistant,09/06,05/09,8.93
1372,University of Miami,3.58,Masters,Los Angeles,F,0.0,0,1,0,Junior Data Scientist,11/02,08/03,Junior SWE,10/03,02/05,Research Assistant,02/05,11/06,5.43
1373,University of Notre Dame,3.97,Bachelors,Houston,F,0.0,1,0,4,Junior Data Scientist,02/07,09/07,Teaching Assistant,11/07,01/10,N/A,N/A,N/A,8.13
1374,Stanford University,3.56,Masters,San Jose,M,N/A,1,N/A,4,Teaching Assistant,01/04,09/05,Teaching Assistant,10/05,08/06,N/A,N/A,N/A,2.99
1375,California Institute of Technology (Caltech),2.71,Bachelors,Phoenix,F,N/A,0,1,4,Junior SWE,05/02,08/03,Senior SWE,10/03,12/05,Teaching Assistant,01/06,05/07,0.95
1376,University of Colorado Boulder,3.08,PhD,Phoenix,N/A,N/A,0,N/A,0,Lawyer,01/01,07/03,Senior SWE,07/03,07/05,Research Assistant,09/05,02/07,0.78
1377,University of Texas at Austin,2.96,PhD,Los Angeles,F,1.0,1,N/A,2,Junior SWE,01/00,04/00,Senior SWE,05/00,10/01,Research Assistant,01/02,06/02,5.29
1378,University of Hawaii at Manoa,3.82,PhD,Phoenix,M,1.0,1,N/A,2,Senior SWE,02/05,09/07,Research Assistant,12/07,10/08,Junior SWE,11/08,05/09,2.66
1379,Emory University,3.0,PhD,Houston,N/A,N/A,1,N/A,0,Teaching Assistant,09/05,07/07,N/A,N/A,N/A,N/A,N/A,N/A,5.38
1380,Stanford University,2.77,Bachelors,New York City,M,1.0,0,0,1,Junior SWE,09/07,01/08,ML Engineer,01/08,07/08,Lawyer,09/08,02/09,2.48
1381,University of Central Florida,2.35,PhD,San Diego,M,0.0,0,1,3,Junior SWE,12/09,07/10,Junior Data Scientist,10/10,03/12,Junior Data Scientist,04/12,02/14,3.86
1382,Arizona State University,2.63,PhD,San Jose,F,N/A,0,1,2,Senior SWE,02/01,01/02,ML Engineer,04/02,11/03,N/A,N/A,N/A,5.26
1383,University of Tennessee Knoxville,2.43,Masters,Houston,N/A,N/A,0,N/A,4,ML Engineer,02/01,10/01,Teaching Assistant,10/01,05/02,Lawyer,07/02,01/05,9.6
1384,Louisiana State University (LSU),3.79,PhD,San Diego,N/A,1.0,1,N/A,0,Senior Data Scientist,12/07,03/09,Senior Data Scientist,03/09,05/11,Teaching Assistant,06/11,05/13,3.44
1385,Johns Hopkins University,3.55,Bachelors,Phoenix,M,0.0,0,1,0,Senior SWE,03/00,03/02,Junior Data Scientist,03/02,07/04,Research Assistant,10/04,05/05,9.75
1386,Brown University,2.11,Bachelors,Chicago,N/A,N/A,0,N/A,2,Junior Data Scientist,07/09,02/10,Teaching Assistant,04/10,10/10,Teaching Assistant,12/10,11/12,0.86
1387,University of Houston,3.98,Masters,San Jose,N/A,N/A,0,N/A,4,ML Engineer,06/08,06/10,Lawyer,07/10,06/11,ML Engineer,08/11,06/13,7.91
1388,University of Connecticut,3.05,Masters,San Jose,M,N/A,1,0,0,Junior SWE,10/03,06/05,Junior Data Scientist,07/05,12/06,Research Assistant,02/07,12/07,7.47
1389,Johns Hopkins University,3.53,Bachelors,Philadelphia,M,1.0,0,N/A,2,Teaching Assistant,06/07,08/08,Junior SWE,11/08,06/09,Senior Data Scientist,08/09,07/11,3.02
1390,University of Delaware,3.99,Masters,Los Angeles,F,1.0,0,1,4,Junior SWE,03/06,08/07,Senior SWE,10/07,02/10,Research Assistant,04/10,08/12,7.3
1391,University of Miami,3.94,Bachelors,Philadelphia,F,N/A,1,N/A,2,Senior SWE,03/08,06/10,Teaching Assistant,07/10,03/11,ML Engineer,04/11,11/13,4.26
1392,Harvard University,2.2,Bachelors,San Jose,M,N/A,0,1,1,Junior Data Scientist,04/01,02/03,Junior SWE,04/03,03/05,ML Engineer,04/05,01/06,8.18
1393,Yale University,3.31,Bachelors,Phoenix,F,N/A,0,1,3,Research Assistant,12/04,08/07,Junior Data Scientist,10/07,05/08,Research Assistant,06/08,02/09,2.22
1394,University of Virginia,2.53,Masters,San Antonio,N/A,1.0,0,N/A,4,Lawyer,04/09,04/11,N/A,N/A,N/A,N/A,N/A,N/A,9.42
1395,University of Houston,3.63,Bachelors,San Diego,M,N/A,1,0,1,Junior SWE,05/07,06/08,Senior Data Scientist,08/08,12/10,Teaching Assistant,01/11,06/13,0.55
1396,University of Massachusetts Amherst,3.83,Bachelors,San Jose,F,1.0,1,N/A,1,Senior SWE,10/05,04/08,N/A,N/A,N/A,N/A,N/A,N/A,6.79
1397,University of Oklahoma,2.11,Bachelors,Los Angeles,N/A,1.0,0,0,1,Senior SWE,04/05,03/07,Senior Data Scientist,04/07,07/07,Lawyer,08/07,01/09,9.46
1398,Ohio State University,3.99,PhD,Philadelphia,N/A,N/A,1,N/A,0,ML Engineer,09/07,12/09,Senior Data Scientist,12/09,05/10,Senior SWE,06/10,06/12,7.88
1399,Columbia University,2.43,PhD,Houston,F,N/A,1,1,2,Research Assistant,03/07,05/09,Junior Data Scientist,06/09,07/10,Junior SWE,07/10,03/11,8.08
1400,Brown University,3.69,Bachelors,Phoenix,M,0.0,0,1,4,Teaching Assistant,05/07,05/08,Junior SWE,08/08,04/10,Research Assistant,06/10,10/11,2.05
1401,Dartmouth College,3.59,Bachelors,Dallas,M,1.0,1,N/A,3,Senior Data Scientist,02/06,10/08,Teaching Assistant,12/08,04/09,Junior Data Scientist,07/09,02/10,4.7
1402,California Institute of Technology (Caltech),2.7,Masters,Phoenix,N/A,N/A,0,N/A,0,Senior SWE,11/03,07/06,N/A,N/A,N/A,N/A,N/A,N/A,9.56
1403,Boston University,3.67,Masters,New York City,N/A,0.0,0,0,3,Senior Data Scientist,06/05,08/06,Junior SWE,09/06,09/08,Senior Data Scientist,11/08,11/09,8.07
1404,Louisiana State University (LSU),3.69,Bachelors,New York City,F,N/A,0,0,4,Junior Data Scientist,04/07,07/08,Senior Data Scientist,10/08,09/10,N/A,N/A,N/A,6.75
1405,University of Miami,2.35,PhD,San Antonio,N/A,0.0,1,1,1,Teaching Assistant,12/02,02/05,Senior Data Scientist,04/05,01/07,N/A,N/A,N/A,8.29
1406,Columbia University,3.18,PhD,Philadelphia,N/A,1.0,1,N/A,3,Junior Data Scientist,11/09,05/11,Junior Data Scientist,07/11,02/13,Teaching Assistant,05/13,01/15,1.19
1407,Rutgers University,3.61,Masters,Chicago,N/A,N/A,1,N/A,4,Senior Data Scientist,07/09,11/09,Teaching Assistant,01/10,10/10,Senior Data Scientist,01/11,12/12,2.94
1408,University of Utah,3.39,PhD,San Jose,F,N/A,0,N/A,3,ML Engineer,06/09,08/10,N/A,N/A,N/A,N/A,N/A,N/A,9.9
1409,Stanford University,3.82,Bachelors,Chicago,M,1.0,0,1,0,Senior Data Scientist,08/08,02/11,Senior SWE,04/11,07/12,Senior Data Scientist,09/12,06/15,6.49
1410,Georgia Institute of Technology (Georgia Tech),2.05,PhD,New York City,F,0.0,0,0,3,ML Engineer,06/05,08/07,ML Engineer,09/07,02/09,ML Engineer,03/09,06/11,5.03
1411,University of North Carolina at Chapel Hill,3.4,PhD,Philadelphia,N/A,1.0,0,1,3,Teaching Assistant,10/04,11/05,Senior SWE,01/06,08/07,Research Assistant,10/07,02/10,1.24
1412,Johns Hopkins University,3.89,Bachelors,Phoenix,F,1.0,1,N/A,4,Research Assistant,07/02,07/03,Lawyer,09/03,03/05,Research Assistant,04/05,09/07,9.13
1413,Boston University,3.12,PhD,San Antonio,F,0.0,0,N/A,3,ML Engineer,05/02,12/04,N/A,N/A,N/A,N/A,N/A,N/A,3.89
1414,University of Iowa,3.12,Bachelors,New York City,M,N/A,0,1,3,Junior SWE,06/00,04/01,Junior Data Scientist,06/01,12/01,Junior SWE,03/02,01/04,8.29
1415,University of North Carolina at Chapel Hill,2.37,Masters,Philadelphia,F,1.0,1,0,0,Research Assistant,03/09,04/10,ML Engineer,06/10,03/11,N/A,N/A,N/A,4.85
1416,University of Southern California (USC),3.97,Bachelors,Los Angeles,N/A,1.0,1,1,2,Senior Data Scientist,02/08,07/08,Junior SWE,10/08,07/09,Lawyer,08/09,11/10,0.67
1417,Michigan State University,3.76,PhD,Houston,M,N/A,0,0,1,Teaching Assistant,09/09,11/10,ML Engineer,12/10,03/13,Senior SWE,05/13,12/14,8.23
1418,Yale University,2.98,PhD,San Antonio,M,N/A,1,0,3,ML Engineer,02/05,05/06,Senior Data Scientist,07/06,06/07,Teaching Assistant,08/07,03/10,5.55
